title,company_name,job_description,link,skills
Automotive SW responsible Engineer,Alten Sverige AB,Mjukvaruutvecklare,/platsbanken/annonser/27308551,[]
Software Developer with 2+ years minimum of back-end development experience,EyeTee Consulting AB,Backend-utvecklare,/platsbanken/annonser/27305768,[]
C++ Developer with 2+ years minimum of  experience,EyeTee Consulting AB,Backend-utvecklare,/platsbanken/annonser/27305762,[]
DevOps Engineer with 2+ years minimum experience,EyeTee Consulting AB,Systemadministratör,/platsbanken/annonser/27305756,[]
Business Intelligence-konsult till vårt kontor i Göteborg,Sopra Steria,Data Warehouse specialist,/platsbanken/annonser/27304674,['Azure']
Systemingenjör inom mekanik och miljötålighet till Saab,Skill Rekrytering & Bemanning AB,"Civilingenjör, systemutveckling",/platsbanken/annonser/27304528,[]
Experis Academy Program | Fullstackutvecklare | Göteborg,Experis,Mjukvaruutvecklare,/platsbanken/annonser/27304488,[]
Drift- och IT-säkerhetsansvarig,Randstad,"Drifttekniker, data",/platsbanken/annonser/27303294,[]
Second line support till Tavana IT,Tavana IT,Helpdesktekniker/Supporttekniker,/platsbanken/annonser/27298805,['Azure']
First line support till Tavana IT,Tavana IT,Helpdesktekniker/Supporttekniker,/platsbanken/annonser/27298773,[]
Service manager,Randstad,Systemutvecklare/Programmerare,/platsbanken/annonser/27298514,[]
Göteborg: Mjukvaruutvecklare till välkänt automotiveföretag i Göteborg,Recruitmore,Mjukvaruutvecklare,/platsbanken/annonser/27298043,[]
Göteborg: Mjukvarutestare till välkänt automotiveföretag i Göteborg,Recruitmore,Systemtestare,/platsbanken/annonser/27298039,[]
Självmedveten Cloudkonsult med passion för hållbarhet,Knowit Sweden,Mjukvaruutvecklare,/platsbanken/annonser/27297555,[]
Junior FPGA-utvecklare till Tekniskt Bolag!,Friday,Systemutvecklare/Programmerare,/platsbanken/annonser/27296368,['Python']
Dynamics 365FO utvecklare Nexer Enterprise Application,Nexer AB,Mjukvaruutvecklare,/platsbanken/annonser/27292825,[]
Technical Solution Architect inom D365FO,Nexer AB,IT-arkitekt/Lösningsarkitekt,/platsbanken/annonser/27292456,[]
Applikationsspecialist,Wise IT,Applikationskonsult,/platsbanken/annonser/27291864,[]
Senior Embedded Developer,Software by QUOKKA AB,Mjukvaruutvecklare,/platsbanken/annonser/27289503,[]
Senior Data Engineer,Software by QUOKKA AB,Mjukvaruutvecklare,/platsbanken/annonser/27289452,['Azure']
Senior DevOps Engineer,Software by QUOKKA AB,Mjukvaruutvecklare,/platsbanken/annonser/27289370,['Python']
Senior Android Developer,Software by QUOKKA AB,Mjukvaruutvecklare,/platsbanken/annonser/27289314,[]
Senior Cloud Fullstack Developer,Software by QUOKKA AB,Mjukvaruutvecklare,/platsbanken/annonser/27289158,[]
Senior DevOps Engineer,doWhile Group Scandinavia AB,Systemutvecklare/Programmerare,/platsbanken/annonser/27278257,[]
Senior Software Engineer,doWhile Group Scandinavia AB,Mjukvaruutvecklare,/platsbanken/annonser/27278309,[]
Junior Java Developer to Avinode!,Friday,Systemutvecklare/Programmerare,/platsbanken/annonser/27283852,['Java']
Backoffice Telefoni,Wise IT,Helpdesktekniker/Supporttekniker,/platsbanken/annonser/27282896,[]
System Software Engineer,Randstad,Mjukvaruutvecklare,/platsbanken/annonser/27282159,[]
IT-tekniker,Wise IT,Helpdesktekniker/Supporttekniker,/platsbanken/annonser/27282112,[]
Devops Software Engineer,Volvo Group,Systemutvecklare/Programmerare,/platsbanken/annonser/27277714,['Python']
Integrations utvecklare,Enfo Sweden AB,Mjukvaruutvecklare,/platsbanken/annonser/27277529,"['C#', 'Azure']"
Software Engineer | Autosar | Battery Management,Polestar,Systemutvecklare/Programmerare,/platsbanken/annonser/27277125,[]
IT-supporttekniker,Wise IT,Helpdesktekniker/Supporttekniker,/platsbanken/annonser/27276444,[]
VI PÅ NEXER MOBILITY SÖKER SYSTEM DESIGNER,Nexer AB,Systemdesigner,/platsbanken/annonser/27275543,[]
Är du en testledare redo för nya utmaningar?,Sogeti,Testledare,/platsbanken/annonser/27271334,[]
Scrum Master for future assignments,Adecco Sweden AB,IT-samordnare,/platsbanken/annonser/27269847,[]
Business Analyst for future assignments within IT,Adecco Sweden AB,"Metodanalytiker, IT",/platsbanken/annonser/27269845,[]
Full Stack Developer,CPAC Systems,Mjukvaruutvecklare,/platsbanken/annonser/27269444,[]
Software Developer - Transformers Team,Benify,Systemutvecklare/Programmerare,/platsbanken/annonser/27269327,['Java']
Junior mjukvaruutvecklare till konsultbolag i Göteborg,Framtiden AB,Mjukvaruutvecklare,/platsbanken/annonser/27267335,"['Python', 'Java']"
Testledare,System Verification Göteborg,Testledare,/platsbanken/annonser/27264954,['Java']
Utvecklare Office365 |Göteborg|Experis Business Transformation,Experis,Systemutvecklare/Programmerare,/platsbanken/annonser/27264141,['Azure']
"Software Developer, Backend (Hybrid in Gothenburg)",Power Factors,Backend-utvecklare,/platsbanken/annonser/27263333,['C#']
Operations Engineer,Benify,Helpdesktekniker/Supporttekniker,/platsbanken/annonser/27262382,[]
Androidutvecklare,CPAC Systems,Applikationsutvecklare/Apputvecklare,/platsbanken/annonser/27261584,['Java']
Digital Vehicle Engineer for Polestar Digital,Polestar,Mjukvaruutvecklare,/platsbanken/annonser/27257845,[]
Vi söker IT-Tekniker till framtida uppdrag hos våra kunder!,Adecco Sweden AB,IT-tekniker/Datatekniker,/platsbanken/annonser/27257779,[]
Molnspecialist,Agdiwo AB,IT-arkitekt/Lösningsarkitekt,/platsbanken/annonser/27255838,['Azure']
Junior Webbutvecklare inom Wordpress och React,Friday,Frontend-utvecklare,/platsbanken/annonser/27254754,[]
DevOps/CI Software Developer,HaleyTek AB,Mjukvaruutvecklare,/platsbanken/annonser/27253533,[]
Junior Embeddedutvecklare till Tekniskt Bolag!,Friday,Mjukvaruutvecklare,/platsbanken/annonser/27253314,[]
"Cloudutvecklare, Service och Devops",CPAC Systems,Mjukvaruutvecklare,/platsbanken/annonser/27251166,['Azure']
Senior Java Backend Developer,Volvo Group,Mjukvaruutvecklare,/platsbanken/annonser/27250031,['Java']
C#.NET-utvecklare,Gårda,Systemutvecklare/Programmerare,/platsbanken/annonser/27249316,[]
Azurespecialist | Västtrafik | Hybrid,Västtrafik,"Driftledare, IT",/platsbanken/annonser/27248770,['Azure']
.NET developers for an unique opportunity,Technogarden,Backend-utvecklare,/platsbanken/annonser/27248696,['.Net']
Junior IT-Support med elektronikintresse,Framtiden AB,Helpdesktekniker/Supporttekniker,/platsbanken/annonser/27244406,[]
Systems Engineer,Satcube,"Civilingenjör, systemutveckling",/platsbanken/annonser/27243358,[]
Erfaren affärssystemskonsult till Pector i Göteborg,Qarat,Applikationskonsult,/platsbanken/annonser/27243219,[]
Systemutvecklare som vill vara med och förändra en bransch,Göteborg,Systemutvecklare/Programmerare,/platsbanken/annonser/27238264,[]
Software Engineer,Diadrom,Mjukvaruutvecklare,/platsbanken/annonser/27238026,['Python']
Bli Jr DevOps Engineer - Anställning och Upskill hos Opslogix!,Opslogix,Systemadministratör,/platsbanken/annonser/27237962,"['Java', 'Azure']"
Android Developer to Sleep Cycle,Software Skills International AB,Mjukvaruutvecklare,/platsbanken/annonser/27234669,['Java']
Java & AWS Developer to Codic Consulting,Software Skills International AB,Systemutvecklare/Programmerare,/platsbanken/annonser/27234620,['Java']
iOS Developer to Sleep Cycle,Software Skills International AB,Mjukvaruutvecklare,/platsbanken/annonser/27234594,[]
Senior Embedded Developer to Matthews Marking Systems,Software Skills International AB,"Civilingenjör, systemutveckling",/platsbanken/annonser/27234553,['Python']
Mjukvaruutveckling inom Inbyggda System,Nexer AB,Systemutvecklare/Programmerare,/platsbanken/annonser/27232082,['Python']
Testare inom automotive till Nexer!,Nexer AB,Systemtestare,/platsbanken/annonser/27232078,[]
Traineeprogram Nexer Enterprise Applications!,Nexer AB,Systemutvecklare/Programmerare,/platsbanken/annonser/27232011,[]
Test Automation Engineer,Danda,Testledare,/platsbanken/annonser/27231736,['Python']
Senior Product Owner,Danda,IT-strateg,/platsbanken/annonser/27231712,[]
Junior DevOps-Ingenjör till Tekniskt Bolag!,Friday,Systemutvecklare/Programmerare,/platsbanken/annonser/27230800,['Python']
Junior mjukvaruutvecklare inom telekom sökes!,Framtiden AB,Mjukvaruutvecklare,/platsbanken/annonser/27227428,"['Python', 'Java']"
Technical Leaders for future sensor platforms,Saab AB,IT-arkitekt/Lösningsarkitekt,/platsbanken/annonser/27226775,[]
C Programmer,Zool Engineering AB,Mjukvaruutvecklare,/platsbanken/annonser/27223503,[]
Backend Developer,Zool Engineering AB,Systemdesigner,/platsbanken/annonser/27223475,"['C#', 'Java']"
SW Engineer C#,Volvo Group,Mjukvaruutvecklare,/platsbanken/annonser/27223278,"['C#', '.NET']"
Sitevision-utvecklare till vårt kontor i Göteborg,Sopra Steria,Frontend-utvecklare,/platsbanken/annonser/27223264,[]
Business Intelligence,Sopra Steria,Databasdesigner,/platsbanken/annonser/27222958,[]
Project Manager (Automotive),Nebular Engineering AB,"Projektledare, IT",/platsbanken/annonser/27221855,[]
Software Developer (Automotive) - All levels,Nebular Engineering AB,Mjukvaruutvecklare,/platsbanken/annonser/27221686,[]
System Engineer (Automotive),Nebular Engineering AB,Systemdesigner,/platsbanken/annonser/27221636,[]
Teknisk konsult till Göteborg,Randstad,IT-tekniker/Datatekniker,/platsbanken/annonser/27218888,[]
IT Operations Specialist,Alektum Group | Sweden,"Drifttekniker, data",/platsbanken/annonser/27217759,[]
Servicedesktekniker,Wise IT,Helpdesktekniker/Supporttekniker,/platsbanken/annonser/27216664,[]
CI/CD Engineer,Noor Engineering,Systemutvecklare/Programmerare,/platsbanken/annonser/27216191,"['Python', 'Azure']"
"Software Developer, back-end/full-stack (Hybrid in Gothenburg)",Power Factors,Backend-utvecklare,/platsbanken/annonser/27215545,['C#']
Talent Program at Boeing,NEXER TECH TALENT,Systemutvecklare/Programmerare,/platsbanken/annonser/27214959,"['Python', 'Java']"
Technical Scrum master / product owner,FrontEdge IT,"Projektledare, IT",/platsbanken/annonser/27214916,[]
Drifttekniker,Wise IT,"Drifttekniker, data",/platsbanken/annonser/27210646,[]
Backend Developer,Einride AB,Backend-utvecklare,/platsbanken/annonser/27209368,[]
Är du redo för nästa steg inom 2nd line support?,Nexer AB,Helpdesktekniker/Supporttekniker,/platsbanken/annonser/27206905,[]
"Developer, Systems & Integrations with T-SQL Skills",Alektum Group | Sweden,Helpdesktekniker/Supporttekniker,/platsbanken/annonser/27205256,[]
Sr Software Engineer,Alektum Group | Sweden,Mjukvaruutvecklare,/platsbanken/annonser/27205253,"['C#', '.net', 'Azure']"
System Developer,Alektum Group | Sweden,Systemutvecklare/Programmerare,/platsbanken/annonser/27205229,[]
Junior elkonstruktör till Saab Surveillance,NEXER TECH TALENT,Nätverkskonstruktör,/platsbanken/annonser/27203203,[]
Mjukvaruutvecklare inom C/C++ eller Java.,Knowit Sweden,Mjukvaruutvecklare,/platsbanken/annonser/27200122,[]
Senior .NET-Utvecklare,Nexer AB,Mjukvaruutvecklare,/platsbanken/annonser/27194740,[]
Embedded SW Application Engineer,Volvo Group,Systemutvecklare/Programmerare,/platsbanken/annonser/27194283,[]
Solution Architect | Manufacturing & Logistics,Polestar,IT-arkitekt/Lösningsarkitekt,/platsbanken/annonser/27192271,[]
Test Leader - Solutions,Ascom,Testledare,/platsbanken/annonser/27189996,[]
Thesis: Advanced Geofencing solutions for embedded systems,Volvo Group,Systemutvecklare/Programmerare,/platsbanken/annonser/27189230,['Python']
Thesis: Test automation for Android ECU (Electronic Control Unit),Volvo Group,Systemutvecklare/Programmerare,/platsbanken/annonser/27189156,['python']
Fullstack Developer,Leoware IT Solution AB,Applikationsutvecklare/Apputvecklare,/platsbanken/annonser/26938490,"['C#', '.Net']"
HIL Engineer,Noor Engineering,Systemtestare,/platsbanken/annonser/27186900,[]
Scrum Master,Nexer AB,"Processansvarig, ITIL",/platsbanken/annonser/27183352,['Azure']
Lead Service Designer,Toyota Material Handling Logistics Solutions AB,"Processansvarig, ITIL",/platsbanken/annonser/27182739,[]
Infotainment Software Developer,Capgemini Engineering Sverige AB,Mjukvaruutvecklare,/platsbanken/annonser/27181059,['Python']
Thesis: Keeping track on the evolving threat landscape,Group Trucks Technology,Systemutvecklare/Programmerare,/platsbanken/annonser/27173233,[]
Senior React/React native utvecklare i Göteborg!,GESHDO,Frontend-utvecklare,/platsbanken/annonser/27163760,[]
Nyutexaminerade utvecklare inom inbyggda system,Devport AB,Systemutvecklare/Programmerare,/platsbanken/annonser/27158387,[]
Lead Software Engineer - Android,Lynk & Co,Mjukvaruutvecklare,/platsbanken/annonser/27155194,['Java']
Embedded Developer Automotive,HaleyTek AB,Mjukvaruutvecklare,/platsbanken/annonser/27154615,[]
"Drift, applikation & supporttekniker",Empir Industry,Helpdesktekniker/Supporttekniker,/platsbanken/annonser/27153266,['Azure']
System Engineer - AD/ADAS Perception Expert -Kognic,Kognic,Systemanalytiker/Systemutredare,/platsbanken/annonser/27153187,['python']
Software Development Engineer,Virtuell Design AB,Mjukvaruutvecklare,/platsbanken/annonser/27151168,['Java']
1st / 2nd line Supporttekniker,Centric Professionals AB,Helpdesktekniker/Supporttekniker,/platsbanken/annonser/27145415,[]
Frontend Developer till Nexer Maverick!,Nexer AB,Frontend-utvecklare,/platsbanken/annonser/27136060,[]
Senior Javascript Developers (React.js / Node.js),Explipro,Frontend-utvecklare,/platsbanken/annonser/27130095,[]
Lead developer till Bilia/Motorit i Göteborg,Wise IT,Mjukvaruutvecklare,/platsbanken/annonser/27129814,"['.Net', 'Azure']"
Solutions Engineer,Kognic,IT-strateg,/platsbanken/annonser/27126159,['Python']
Frontend Engineer,Einride AB,Mjukvaruutvecklare,/platsbanken/annonser/27125052,[]
Java Cloud Developer till Nexer R&D Connected Solutions,Nexer AB,Backend-utvecklare,/platsbanken/annonser/27121061,['Java']
BI-utvecklare till adesso i Göteborg,adesso Sweden AB,Systemutvecklare/Programmerare,/platsbanken/annonser/27115773,[]
C#.NET-utvecklare,Tech Talents Consulting i Sverige AB,Systemutvecklare/Programmerare,/platsbanken/annonser/27112396,"['C#', '.NET']"
"Test, Verifiering & Analys",Tech Talents Consulting i Sverige AB,Systemtestare,/platsbanken/annonser/27112388,[]
C++ / EC++ utvecklare,Tech Talents Consulting i Sverige AB,Systemutvecklare/Programmerare,/platsbanken/annonser/27112380,[]
Erfaren Embededdutvecklare,Kvaser,Mjukvaruutvecklare,/platsbanken/annonser/27111450,[]
Product Manager - Research & Development,Opera Software,"Projektledare, IT",/platsbanken/annonser/27110207,[]
Product Manager - Developer Services,Opera Software,"Projektledare, IT",/platsbanken/annonser/27110188,[]
IT-tekniker 1st line support,Centric Professionals AB,Helpdesktekniker/Supporttekniker,/platsbanken/annonser/27102861,[]
Back-end Software Engineer | Polestar Order Management,Polestar,Systemutvecklare/Programmerare,/platsbanken/annonser/27102798,[]
Junior onsitetekniker,Centric Professionals AB,Helpdesktekniker/Supporttekniker,/platsbanken/annonser/27102262,[]
Product Designer (Gaming),Opera Software,Interaktionsdesigner,/platsbanken/annonser/27098468,[]
Product Designer (Cross Platform),Opera Software,Interaktionsdesigner,/platsbanken/annonser/27098444,[]
Senior Java Software Engineer,Explipro,Backend-utvecklare,/platsbanken/annonser/27097092,"['Java', 'Azure']"
Salesforce konsult,Sopra Steria,Applikationskonsult,/platsbanken/annonser/27096948,[]
Modern Workplace M365 Specialist,Sopra Steria,IT-arkitekt/Lösningsarkitekt,/platsbanken/annonser/27096898,['Azure']
Teknisk applikationsspecialist inom Dynamics 365 (CRM),Sopra Steria,Applikationskonsult,/platsbanken/annonser/27096690,['Azure']
Systemutvecklare med inriktning mot Dynamics 365 Business Central,Sopra Steria,Systemutvecklare/Programmerare,/platsbanken/annonser/27096637,['Azure']
Solution Architect inom Microsoft Dynamics 365 Finance & Operations,Sopra Steria,IT-arkitekt/Lösningsarkitekt,/platsbanken/annonser/27096632,[]
.NET-utvecklare inom Dynamics 365 CE (CRM),Sopra Steria,Backend-utvecklare,/platsbanken/annonser/27096608,"['.Net', 'C#', '.NET', 'Azure']"
Lösningsarkitekt till projekt inom Dynamics 365 CE (CRM),Sopra Steria,IT-arkitekt/Lösningsarkitekt,/platsbanken/annonser/27096586,[]
Lösningsarkitekt Microsoft Power Platform,Sopra Steria,IT-arkitekt/Lösningsarkitekt,/platsbanken/annonser/27096561,[]
Ledare till vårt Dynamics-team,Sopra Steria,"Affärskonsult, IT",/platsbanken/annonser/27096557,[]
Ledare inom Business Applications ERP,Sopra Steria,Applikationskonsult,/platsbanken/annonser/27096513,[]
Business Developer till vårt team inom Power Platform och Dynamics CRM,Sopra Steria,"Affärskonsult, IT",/platsbanken/annonser/27096371,[]
Applikationskonsult Microsoft Power Platform,Sopra Steria,Applikationskonsult,/platsbanken/annonser/27096317,[]
Applikationskonsult inom Dynamics 365 Business Central,Sopra Steria,Applikationskonsult,/platsbanken/annonser/27096244,[]
Fullstackutvecklare med erfarenhet,Skill it Consulting Göteborg AB,Mjukvaruutvecklare,/platsbanken/annonser/27093157,['Azure']
Erfarna Systemutvecklare till Consat Engineering,Consat,Mjukvaruutvecklare,/platsbanken/annonser/27090446,"['C#', '.Net']"
Embedded Software Integration Engineer,Vector Sweden,"Civilingenjör, systemutveckling",/platsbanken/annonser/27085115,[]
Systemutvecklare till välbetalda och spännande statliga uppdrag!,Göteborg,Systemutvecklare/Programmerare,/platsbanken/annonser/27082059,[]
Software .NET Engineer to KGH Customs Services,Business Area Digital*,Systemutvecklare/Programmerare,/platsbanken/annonser/27080328,"['.NET', 'Azure']"
Teknikorienterad mjukvaruingenjör,Infotiv,Mjukvaruutvecklare,/platsbanken/annonser/27080142,"['Python', 'Java', 'Azure']"
Testledare,Sopra Steria,Systemtestare,/platsbanken/annonser/27079478,[]
C++-utvecklare med fokus på inbyggda system,Infotiv,Mjukvaruutvecklare,/platsbanken/annonser/27079358,['Python']
Civilingenjör med intresse för modellering och simulering,Infotiv,Mjukvaruutvecklare,/platsbanken/annonser/27079341,[]
Nyfiken Elektro/Z-ingenjör,Infotiv,"Civilingenjör, systemutveckling",/platsbanken/annonser/27079325,['Python']
Java-utvecklare med varmt hjärta,Infotiv,Systemutvecklare/Programmerare,/platsbanken/annonser/27079293,['Java']
Extraknäck: Lärare grundkurs i Java HT23,Infotiv,Systemutvecklare/Programmerare,/platsbanken/annonser/27079245,['Java']
Ledare inom .NET,Sopra Steria,Systemutvecklare/Programmerare,/platsbanken/annonser/27078686,[]
Ledare inom DevOps,Sopra Steria,Systemutvecklare/Programmerare,/platsbanken/annonser/27074411,[]
Teknisk testare till agilt team,Sopra Steria,Systemtestare,/platsbanken/annonser/27073919,[]
ECU Node Owner and SW responsible - ADAS,Capgemini Engineering Sverige AB,"Civilingenjör, systemutveckling",/platsbanken/annonser/27073095,[]
Ledare i Sveriges bästa Java-team,Sopra Steria,Systemutvecklare/Programmerare,/platsbanken/annonser/27069243,['Java']
Javautvecklare till agilt team,Sopra Steria,Systemutvecklare/Programmerare,/platsbanken/annonser/27065776,['Java']
Nyexaminerad Civilingenjör? Fengco söker nya kollegor!,Xamera,IT-strateg,/platsbanken/annonser/27065319,[]
IT arkitekt till Sveriges bästa arbetsplats,Sopra Steria,IT-arkitekt/Lösningsarkitekt,/platsbanken/annonser/27063056,[]
Integrationsarkitekt,Sopra Steria,IT-arkitekt/Lösningsarkitekt,/platsbanken/annonser/27062912,[]
Testautomatiseringsingenjör,System Verification Göteborg,Systemtestare,/platsbanken/annonser/27058771,['Python']
Teknisk agil testare,System Verification Göteborg,Systemtestare,/platsbanken/annonser/27054847,[]
.NET-utvecklare till agilt team,Sopra Steria,Systemutvecklare/Programmerare,/platsbanken/annonser/27050708,"['.NET', 'Azure']"
Application Software Engineer,PowerCell,Mjukvaruutvecklare,/platsbanken/annonser/27016457,['Python']
Programvaruutvecklare/ SW developer/ System design/ System engineer,Crosscompetence AB,"Civilingenjör, systemutveckling",/platsbanken/annonser/27005727,[]
Support Consultant,Antura AB,Helpdesktekniker/Supporttekniker,/platsbanken/annonser/26997852,[]
"Software Developers in C/C++, Java, Python or Erlang","Sigma Technology Systems AB, Göteborg","Verksamhetskonsult, IT",/platsbanken/annonser/26992932,['Python']
DevOps Engineer - Sökes till Accelerate at Iver i Göteborg,Iver,Systemadministratör,/platsbanken/annonser/26991476,[]
iOS-utvecklare till Utbildningsradion,Sveriges Utbildningsradio AB,Applikationsutvecklare/Apputvecklare,/platsbanken/annonser/26991189,[]
Product Owner - Teacher experience,Humly,"Projektledare, IT",/platsbanken/annonser/26988469,[]
Platform Engineer,Zimpler,Backend-utvecklare,/platsbanken/annonser/26985698,[]
Software Developer,Zimpler,Mjukvaruutvecklare,/platsbanken/annonser/26985422,[]
Har du erfarenhet av Matlab eller Simulink?,Nexer AB,Systemutvecklare/Programmerare,/platsbanken/annonser/26982137,[]
Systemutvecklare,Prevas,"Civilingenjör, systemutveckling",/platsbanken/annonser/26966167,['C#']
Testautomatiserare,Sogeti,Systemtestare,/platsbanken/annonser/26961945,['C#']
Senior FrontEnd utvecklare,Sogeti,Frontend-utvecklare,/platsbanken/annonser/26957541,[]
Service Owner | Network Operations (Infrastructure),Polestar,Nätverkstekniker,/platsbanken/annonser/26951973,[]
Software Developer,ZENSEACT AB,Mjukvaruutvecklare,/platsbanken/annonser/26946331,[]
Embedded engineer in Sweden,Mission Consultancy Assistance Sweden AB,Mjukvaruutvecklare,/platsbanken/annonser/26943067,[]
SENIOR FUNCTIONAL SAFETY INGENJÖR,EDAG Engineering Scandinavia AB,Systemtestare,/platsbanken/annonser/26939849,[]
LEDARE INOM IT OCH DIGITALISERING TILL GÖTEBORG,The Members Company AB,"Processansvarig, ITIL",/platsbanken/annonser/26939568,['Azure']
BUSINESS ANALYSTS INOM IT OCH DIGITALISERING TILL GÖTEBORG,The Members Company AB,"Verksamhetskonsult, IT",/platsbanken/annonser/26939554,[]
C++ utvecklare med ett öga för detaljer,Mission Consultancy Assistance Sweden AB,Mjukvaruutvecklare,/platsbanken/annonser/26937137,[]
Systemingenjör inom inbyggda system till fordonsindustrin,Mission Consultancy Assistance Sweden AB,"Civilingenjör, systemutveckling",/platsbanken/annonser/26937103,[]
Hedin IT is looking for a DevOps Specialist,Ants,Backend-utvecklare,/platsbanken/annonser/26931355,['Azure']
Data Engineer,Humly,Data Warehouse specialist,/platsbanken/annonser/26915211,['python']
Software Developer,Sebratec Gothenburg,Systemutvecklare/Programmerare,/platsbanken/annonser/26900671,[]
System specialist,Leoware IT Solution AB,Systemutvecklare/Programmerare,/platsbanken/annonser/26896580,[]
IT Analyst,Leoware IT Solution AB,"Metodanalytiker, IT",/platsbanken/annonser/26896564,[]
Test Automation Engineer/Testautomatiserare,Leoware IT Solution AB,Systemtestare,/platsbanken/annonser/26896542,[]
Testledare,Nexer AB,Testledare,/platsbanken/annonser/26893266,[]
Java/Cloud Utvecklare,Nexer AB,Backend-utvecklare,/platsbanken/annonser/26891821,"['Java', 'Azure']"
Automotive Software Developer,Capgemini Engineering Sverige AB,Applikationsutvecklare/Apputvecklare,/platsbanken/annonser/26878526,[]
BI-Analyst to Hedin IT,Ants,Systemanalytiker/Systemutredare,/platsbanken/annonser/26867458,[]
Systemutvecklare Java,Consat,Backend-utvecklare,/platsbanken/annonser/26856467,['Java']
Embedded Software designer,SiNIX Embedded AB,Mjukvaruutvecklare,/platsbanken/annonser/26851018,['python']
Creating Software Flow,SiNIX Software Flow AB,Mjukvaruutvecklare,/platsbanken/annonser/26850778,[]
Cybersecurity Engineer,Polestar,"Säkerhetsansvarig, IT",/platsbanken/annonser/26842937,[]
Software Developer with C++ Experience,QRTECH,Mjukvaruutvecklare,/platsbanken/annonser/26808709,[]
"Senior Functional Safety Engineer, System and Software",QRTECH,Mjukvaruutvecklare,/platsbanken/annonser/26808643,[]
Autosar Application Developer,Capgemini Engineering Sverige AB,Mjukvaruutvecklare,/platsbanken/annonser/26793284,['Python']
Embedded Application Developer,Capgemini Engineering Sverige AB,Systemutvecklare/Programmerare,/platsbanken/annonser/26793233,[]
System Engineer,Capgemini Engineering Sverige AB,"Civilingenjör, systemutveckling",/platsbanken/annonser/26793228,[]
Verification and Validation Engineer,Capgemini Engineering Sverige AB,Systemtestare,/platsbanken/annonser/26793167,[]
Software Developer,Zcelero AB,Mjukvaruutvecklare,/platsbanken/annonser/26785766,"['C#', 'Java', 'Azure']"
